time,latitude,longitude,temperature_2m,relative_humidity_2m,apparent_temperature,precipitation,wind_speed_10m
2024-07-17T17:00,38.6331,-103.2179,80.3,43,80.7,0.0,8.7
2020-07-03T13:00,40.3877,-105.4929,54.7,49,49.7,0.0,4.4
2024-04-17T00:00,39.9368,-103.1137,65.5,23,51.4,0.0,22.4
2021-07-30T22:00,40.4802,-102.8638,93.9,22,93.7,0.0,3.4
2021-01-02T23:00,40.9788,-105.3928,27.3,51,10.3,0.0,26.0
2024-04-07T15:00,40.6406,-103.4644,43.8,37,27.9,0.0,24.8
2019-12-14T07:00,37.1408,-109.3447,35.3,78,27.6,0.0,8.2
2020-12-06T23:00,39.3064,-105.1381,38.5,27,29.8,0.0,5.7
2024-08-10T20:00,38.4435,-106.0912,69.3,36,67.7,0.0,6.2
2022-02-20T17:00,38.0861,-102.6639,51.5,26,43.3,0.0,6.2
2020-03-26T20:00,39.3342,-105.7812,38.1,42,29.1,0.0,14.9
2018-12-01T21:00,37.7437,-105.9168,34.7,17,22.1,0.0,13.3
2019-10-31T12:00,39.3643,-107.9742,-8.8,50,-17.1,0.0,2.5
2017-03-01T08:00,38.1134,-106.2954,9.4,56,-2.1,0.0,11.0
2018-09-12T20:00,39.4745,-109.1554,75.8,14,65.5,0.0,18.7
2016-09-16T21:00,40.5812,-106.9754,62.8,21,55.8,0.0,6.6
2022-02-22T04:00,38.1813,-108.3828,33.4,53,23.9,0.0,9.4
2017-03-26T08:00,38.2477,-103.4482,45.2,56,33.7,0.0,17.5
2019-12-11T12:00,37.6131,-109.7937,26.5,73,19.4,0.0,3.9
2017-03-06T22:00,40.9826,-108.8858,14.3,54,4.9,0.0,9.4
2020-07-31T05:00,39.83,-109.8581,82.6,17,77.2,0.0,4.0
2020-07-06T14:00,38.8252,-103.5106,70.9,58,70.1,0.0,5.8
2019-02-05T16:00,39.8608,-109.9643,33.6,73,22.6,0.0,14.8
2019-11-10T04:00,37.2656,-107.2564,21.6,76,14.0,0.0,4.3
2024-06-24T00:00,37.4086,-107.1715,64.5,68,63.4,0.0,5.3
2024-06-16T12:00,38.6037,-109.9933,70.3,18,63.4,0.0,4.9
2021-06-29T21:00,37.1269,-108.859,81.7,25,77.7,0.0,11.8
2017-08-06T01:00,40.1493,-104.7691,68.0,73,67.1,0.016,9.4
2017-11-14T16:00,37.1595,-102.9752,64.9,19,56.4,0.0,7.6
2022-03-26T13:00,40.2209,-103.0603,32.3,83,26.4,0.0,3.4
2017-06-03T21:00,37.8483,-109.3061,80.1,12,75.2,0.0,9.3
2021-03-11T01:00,40.5239,-108.9641,27.0,64,18.8,0.0,6.0
2018-05-31T21:00,38.966,-109.1585,88.0,6,76.7,0.0,20.4
2021-03-12T14:00,39.9304,-103.2168,33.4,59,24.2,0.0,9.4
2024-02-23T13:00,37.6059,-104.6241,22.7,88,15.1,0.0,5.2
2017-06-21T08:00,37.3999,-102.6476,73.1,44,67.1,0.0,14.1
2017-09-23T05:00,37.9335,-105.1359,45.1,65,38.2,0.0,8.1
2021-08-04T18:00,40.379,-106.5878,65.3,35,64.0,0.0,5.1
2024-08-29T08:00,40.7962,-108.2851,61.1,23,53.4,0.0,6.4
2021-09-06T11:00,38.5909,-102.3244,60.0,88,59.5,0.0,6.4
2020-04-16T05:00,37.7221,-104.7489,46.6,22,36.9,0.0,8.3
2023-08-04T10:00,39.7557,-103.8571,62.7,84,63.9,0.0,3.4
2023-03-09T20:00,39.4803,-103.4011,44.6,30,36.5,0.0,10.8
2019-09-17T20:00,37.7227,-103.3905,89.2,15,82.8,0.0,13.0
2017-11-25T04:00,38.7428,-103.7697,45.5,62,40.2,0.0,4.1
2017-02-11T08:00,40.2135,-108.6344,39.7,77,32.9,0.004,7.2
2018-01-27T13:00,40.4071,-109.7903,8.0,72,-1.7,0.0,7.3
2023-12-29T20:00,37.5874,-102.871,45.8,29,33.6,0.0,15.4
2022-11-15T16:00,40.9549,-104.4062,28.7,42,17.6,0.0,11.6
2020-03-07T22:00,40.5062,-107.2659,49.3,40,43.0,0.0,5.7
2024-02-09T16:00,38.286,-107.2661,10.1,65,2.6,0.0,2.1
2018-11-07T03:00,38.2131,-107.6013,14.4,52,5.3,0.0,5.6
2016-08-12T21:00,37.2167,-108.4439,79.0,14,73.6,0.0,10.8
2019-08-12T14:00,40.1007,-108.7675,68.7,38,65.1,0.0,3.9
2020-11-16T03:00,38.7622,-106.0178,29.2,50,21.2,0.0,4.9
2022-07-01T09:00,37.5604,-109.9139,65.3,46,61.3,0.0,5.9
2018-10-12T17:00,37.8231,-103.7216,48.9,74,45.4,0.0,3.3
2022-08-27T03:00,39.5891,-103.4913,64.5,83,64.6,0.0,7.3
2019-02-06T08:00,37.7839,-102.224,32.7,99,24.7,0.0,10.1
2018-03-09T15:00,37.2703,-104.7354,41.6,24,33.9,0.0,3.3
2020-04-25T20:00,38.3591,-107.0376,51.0,25,45.9,0.0,9.6
2019-08-07T07:00,37.7071,-108.6098,61.4,61,56.6,0.0,9.7
2024-07-26T22:00,40.4373,-103.134,90.6,28,88.4,0.0,11.5
2023-05-24T09:00,37.4195,-109.825,58.8,37,52.7,0.0,5.6
2023-11-12T19:00,39.0478,-104.1815,57.7,11,48.6,0.0,7.1
2020-02-06T16:00,37.4163,-105.2277,7.2,62,-5.3,0.0,13.5
2019-12-22T08:00,40.2058,-109.9137,13.7,97,6.2,0.0,3.6
2019-10-15T07:00,38.5108,-106.1841,35.5,41,26.9,0.0,6.6
2018-06-01T18:00,37.1803,-103.0965,91.4,6,82.2,0.0,16.5
2021-05-20T20:00,38.6271,-104.1135,73.9,37,70.7,0.0,14.1
2022-08-21T17:00,40.0584,-103.6441,80.5,37,76.9,0.0,13.1
2017-04-29T10:00,40.3069,-104.1904,34.2,72,24.3,0.004,12.5
2023-12-06T04:00,37.9636,-102.4774,41.0,56,33.4,0.0,7.1
2021-12-15T23:00,39.2275,-105.4845,10.9,57,-2.4,0.0,15.5
2018-02-12T23:00,38.1463,-103.8631,49.9,39,40.6,0.0,10.8
2019-07-06T23:00,37.7837,-105.1192,68.8,48,65.3,0.0,7.3
2017-03-26T12:00,38.0399,-105.904,32.3,88,27.6,0.012,1.2
2019-02-08T12:00,38.0115,-104.263,8.5,68,-0.4,0.0,5.1
2020-10-01T00:00,38.0726,-105.866,67.2,17,61.0,0.0,2.3
2019-11-21T06:00,37.5913,-109.3237,43.2,79,36.2,0.012,9.4
2020-12-06T07:00,37.7624,-107.8289,-3.6,73,-11.8,0.0,2.5
2023-09-01T18:00,37.1262,-102.1431,93.4,20,88.7,0.0,15.0
2023-05-09T08:00,37.9258,-107.4639,23.7,74,16.4,0.0,3.7
2020-08-25T07:00,40.3789,-105.2701,61.3,51,56.0,0.0,8.4
2019-04-08T12:00,40.975,-106.5327,24.4,86,17.6,0.0,3.7
2023-12-05T12:00,40.3369,-105.3685,29.1,72,17.0,0.0,16.4
2021-06-19T18:00,40.277,-108.8282,80.6,21,77.7,0.0,7.8
2018-08-11T22:00,39.6377,-106.0194,69.7,19,65.4,0.0,3.6
2023-11-29T11:00,40.0302,-108.4896,21.1,59,13.4,0.0,3.5
2017-07-06T17:00,38.2524,-105.2995,82.2,13,78.5,0.0,5.3
2018-03-23T23:00,37.367,-103.6921,68.9,16,52.2,0.0,26.9
2023-11-06T09:00,38.5161,-108.0603,41.3,39,33.7,0.0,4.9
2018-10-03T22:00,38.9906,-103.5075,84.8,21,79.3,0.0,7.4
2016-11-06T17:00,39.7597,-103.3258,57.4,69,51.0,0.0,13.5
2018-04-11T05:00,37.5325,-106.2471,38.1,52,30.8,0.0,5.1
2024-01-06T06:00,38.2024,-106.7428,5.9,88,-2.4,0.0,4.0
2017-09-09T09:00,37.2131,-107.2122,55.2,57,50.8,0.0,4.8
2017-08-03T03:00,40.1165,-105.5027,53.3,74,50.9,0.0,2.8
2021-04-01T01:00,40.9285,-105.3941,36.0,48,29.6,0.0,2.0
2021-11-06T03:00,37.1218,-103.3054,52.6,44,46.3,0.0,5.8
2017-05-27T01:00,37.067,-102.8168,74.5,25,67.5,0.0,9.4
2020-06-18T04:00,40.9669,-102.0377,83.8,28,73.7,0.0,22.5
2023-04-04T03:00,40.097,-106.923,34.9,59,26.3,0.0,8.2
2022-09-02T04:00,39.5029,-103.2307,71.0,42,65.9,0.0,10.1
2020-12-16T11:00,38.168,-102.8175,12.1,80,3.2,0.0,6.2
2017-08-15T13:00,37.9964,-107.4471,35.3,93,30.5,0.0,2.7
2017-03-27T12:00,40.5772,-104.6756,33.0,94,28.5,0.0,1.4
2018-09-20T16:00,39.1991,-106.9311,55.5,51,50.9,0.0,4.3
2024-02-19T03:00,38.5235,-103.3606,35.3,68,28.2,0.0,5.7
2024-02-29T18:00,38.3142,-106.7415,24.5,42,18.5,0.0,3.3
2019-02-21T17:00,39.0644,-102.028,28.8,54,19.1,0.0,9.1
2018-03-29T17:00,39.545,-103.3671,44.8,37,34.9,0.004,13.6
2016-08-31T08:00,39.3713,-103.8068,58.3,91,59.5,0.004,1.5
2018-01-15T09:00,40.1843,-107.0101,5.3,78,-2.3,0.0,2.0
2023-03-19T11:00,40.013,-103.5246,26.1,43,14.9,0.0,11.4
2017-02-15T01:00,37.6087,-104.0702,40.7,40,30.2,0.0,12.0
2019-05-18T02:00,39.0128,-104.9632,39.7,48,29.3,0.0,12.4
2017-11-25T05:00,38.5073,-105.6564,31.2,77,25.1,0.0,3.0
2017-01-02T21:00,37.2529,-106.9626,32.1,65,23.4,0.0,8.4
2019-05-06T06:00,39.7496,-103.361,53.2,54,45.7,0.0,10.6
2021-11-05T12:00,37.2127,-105.5334,30.4,69,23.4,0.0,4.3
2019-07-17T05:00,39.7033,-102.2079,77.3,55,77.1,0.0,8.7
2024-01-21T06:00,40.0075,-109.9816,29.0,85,21.7,0.0,6.0
2024-04-22T23:00,39.2842,-103.0318,73.4,18,66.9,0.0,4.7
2023-08-23T11:00,37.6416,-103.1105,74.9,41,68.3,0.0,15.4
2019-10-18T00:00,40.6228,-103.9723,65.9,15,58.0,0.0,5.4
2019-08-18T19:00,40.6562,-106.9731,79.2,18,74.0,0.0,10.8
2017-10-20T02:00,40.1238,-104.285,60.5,28,50.8,0.0,12.3
2022-03-13T19:00,39.3372,-108.9698,45.6,44,39.6,0.0,5.0
2018-10-12T06:00,37.516,-109.7104,43.7,84,37.9,0.0,7.6
2020-02-18T22:00,40.1026,-104.2175,37.5,26,29.9,0.0,2.7
2021-05-06T23:00,40.5721,-107.5733,71.3,11,62.0,0.0,10.8
2023-06-23T14:00,40.7737,-106.8583,55.2,51,50.6,0.0,3.9
2017-11-12T12:00,38.2186,-104.1492,36.4,61,30.4,0.0,2.5
2017-04-12T13:00,38.6356,-102.8458,57.4,55,48.9,0.0,15.2
2022-08-31T12:00,38.0343,-107.6449,57.0,27,50.7,0.0,3.2
2017-04-29T07:00,37.2256,-109.5278,40.0,42,31.5,0.0,7.2
2021-01-10T05:00,38.8717,-108.9839,11.0,75,2.2,0.0,5.6
2022-05-02T12:00,38.6656,-103.6092,42.5,86,31.7,0.012,19.0
2024-01-15T04:00,37.5231,-109.0177,23.8,76,15.7,0.0,5.8
2024-01-25T09:00,38.7505,-109.6086,31.2,93,25.1,0.0,4.5
2019-10-04T18:00,37.3249,-109.4093,74.7,24,65.9,0.0,16.2
2016-07-03T16:00,40.2093,-105.5619,62.8,58,59.7,0.0,5.8
2020-07-15T23:00,40.8503,-107.54,84.4,12,77.5,0.0,9.0
2018-06-22T11:00,39.8274,-106.8461,46.4,59,40.8,0.0,4.4
2021-07-23T15:00,40.7736,-103.4868,84.8,35,84.8,0.0,2.9
2023-10-26T06:00,37.7283,-102.461,59.9,45,51.6,0.0,13.3
2018-06-26T00:00,38.8008,-109.2793,94.9,8,86.2,0.0,9.5
2019-01-20T19:00,39.0052,-106.1496,28.0,41,18.9,0.0,6.5
2023-03-05T06:00,40.2002,-103.1995,36.0,65,20.7,0.0,25.1
2020-02-04T11:00,39.8327,-105.3391,-4.8,81,-13.8,0.008,4.5
2024-09-06T04:00,38.7662,-102.7018,63.4,60,61.3,0.0,4.7
2020-11-28T13:00,40.4003,-108.056,18.8,55,11.6,0.0,2.0
2024-02-24T07:00,40.0719,-102.0724,33.0,52,24.3,0.0,7.4
2023-10-29T19:00,40.2473,-102.9331,31.4,40,17.9,0.0,17.3
2016-08-24T03:00,39.8914,-104.1954,72.7,33,65.7,0.0,12.0
2017-09-14T12:00,37.2192,-103.3032,67.1,36,57.9,0.0,15.6
2023-03-14T22:00,37.3563,-106.1825,49.8,28,43.4,0.0,5.2
2018-02-19T00:00,40.5747,-106.4806,37.4,45,27.4,0.0,10.5
2021-07-10T21:00,38.9652,-103.8497,82.9,25,78.0,0.0,12.9
2022-10-31T16:00,37.2049,-105.752,38.4,48,32.7,0.0,0.9
2016-07-24T20:00,37.535,-104.1283,92.3,20,90.5,0.0,8.1
2020-08-01T13:00,38.704,-108.3787,62.0,27,56.0,0.0,3.8
2023-07-07T07:00,38.3049,-109.9969,81.5,10,72.7,0.0,7.9
2023-07-07T12:00,40.4912,-109.1695,60.6,60,57.4,0.0,5.6
2020-10-30T00:00,38.5237,-107.5353,42.5,49,36.0,0.0,3.8
2024-04-05T11:00,40.0274,-103.6516,48.1,59,41.5,0.0,7.5
2022-02-01T09:00,40.3528,-108.3804,6.2,77,-3.9,0.0,8.1
2023-10-04T08:00,39.801,-107.016,37.7,88,32.9,0.0,3.3
2017-11-10T09:00,37.4856,-104.4334,29.8,96,23.7,0.0,4.2
2020-02-23T02:00,40.2815,-103.565,44.3,31,35.5,0.0,7.2
2019-05-12T10:00,37.3833,-107.6469,25.2,95,19.4,0.0,2.3
2023-01-19T22:00,38.1458,-102.5247,45.7,21,38.9,0.0,1.1
2023-05-11T10:00,37.0578,-108.0765,44.3,39,36.1,0.0,7.0
2020-02-17T20:00,39.2778,-102.0144,42.2,38,30.5,0.0,14.6
2020-04-09T18:00,40.1669,-105.4949,37.7,61,35.1,0.0,4.0
2022-12-31T01:00,37.1295,-106.8424,21.2,96,14.5,0.0,3.3
2019-03-18T02:00,38.1719,-105.2581,26.8,71,17.5,0.0,9.2
2019-10-21T04:00,39.0291,-109.6709,32.8,40,22.2,0.0,10.7
2019-08-26T20:00,39.8976,-106.372,72.9,19,68.6,0.0,8.5
2020-09-02T18:00,38.3994,-109.7638,80.0,18,78.7,0.0,1.4
2018-07-19T11:00,39.9913,-108.9564,69.5,20,62.5,0.0,5.8
2017-07-20T07:00,38.6902,-109.0419,64.2,47,61.7,0.0,2.2
2018-01-31T05:00,38.7119,-105.6793,27.4,37,16.7,0.0,10.0
2021-12-07T01:00,38.998,-107.556,29.6,67,23.4,0.016,2.2
2023-11-15T04:00,38.5571,-104.9786,45.2,23,38.1,0.0,2.2
2024-02-14T05:00,40.4817,-106.5392,14.0,64,4.8,0.0,6.3
2023-11-03T03:00,38.3219,-102.2485,51.4,37,42.8,0.0,9.3
2022-04-14T11:00,37.7466,-102.8647,31.8,29,20.9,0.0,10.3
2016-07-25T12:00,37.1001,-108.2209,63.7,50,58.1,0.0,10.1
2023-07-03T17:00,37.5932,-103.7802,83.3,24,83.4,0.0,2.8
2019-10-30T04:00,39.9692,-105.7249,-12.6,77,-23.5,0.004,8.7
2021-03-29T04:00,40.3573,-107.1391,27.0,82,19.0,0.0,7.0
2017-08-16T17:00,37.0287,-103.5002,70.6,57,71.7,0.0,5.4
2023-02-28T03:00,37.7017,-107.8857,9.1,77,0.5,0.004,4.9
2023-06-08T19:00,40.6865,-107.8499,69.2,27,66.8,0.0,6.1
2022-02-24T22:00,37.8548,-105.2845,20.7,34,12.1,0.0,6.1
2022-03-29T09:00,39.0062,-102.5964,47.9,64,40.9,0.0,9.2
2018-07-14T16:00,38.0216,-104.2223,80.0,54,80.9,0.0,9.2
2019-01-11T02:00,40.7719,-107.9956,20.2,91,13.0,0.0,3.9
2018-12-26T08:00,40.818,-109.1119,25.1,89,18.3,0.0,4.0
2019-05-06T00:00,40.1457,-109.2448,71.1,20,60.7,0.0,14.0
2020-08-27T20:00,39.0631,-108.3241,93.1,15,93.6,0.0,1.6
2023-11-28T16:00,39.2907,-106.7339,10.5,44,2.0,0.0,3.8
2021-02-17T17:00,39.7166,-105.2116,24.5,70,17.3,0.0,3.7
2022-03-21T06:00,40.6962,-103.1449,45.1,48,37.1,0.0,8.0
2017-07-30T16:00,39.5676,-103.9859,71.8,65,71.7,0.0,7.8
2020-05-19T22:00,40.9038,-106.2859,69.3,22,58.2,0.0,16.2
2019-07-14T00:00,40.0266,-103.5261,88.8,25,81.4,0.0,16.7
2019-08-18T02:00,39.0385,-105.6469,66.9,15,55.8,0.0,13.1
2021-09-02T11:00,39.8617,-109.7166,54.7,98,54.8,0.0,2.9
2016-10-10T13:00,38.1364,-105.2725,34.5,91,28.0,0.0,6.7
2020-06-29T22:00,38.4362,-107.9054,82.2,18,74.5,0.0,14.2
2016-11-06T16:00,40.1543,-104.962,53.2,52,49.7,0.0,1.0
2024-03-07T03:00,40.5458,-107.717,29.8,63,22.7,0.0,4.0
2018-02-13T18:00,38.2038,-108.2143,36.4,59,28.5,0.0,6.8
2018-07-29T08:00,37.5383,-106.8355,49.7,70,45.3,0.0,4.8
2018-11-03T18:00,38.0039,-109.2812,43.2,35,30.5,0.0,17.5
2021-05-11T17:00,38.0697,-105.9943,45.6,45,41.0,0.0,5.2
2023-09-08T00:00,40.4372,-104.5625,86.4,15,81.8,0.0,2.4
2023-10-29T12:00,37.5921,-108.4716,32.5,93,24.0,0.0,10.8
2019-06-22T21:00,39.5269,-106.5274,39.4,63,33.5,0.039,5.0
2019-07-12T20:00,39.8881,-106.7665,82.2,21,83.2,0.0,2.6
2020-12-01T16:00,39.4564,-107.8922,27.9,56,19.3,0.0,6.7
2024-07-22T04:00,38.4684,-107.4999,54.7,50,48.9,0.0,6.5
2024-07-31T20:00,40.407,-108.8438,81.2,9,75.2,0.0,10.7
2018-03-24T16:00,40.5706,-106.7382,31.0,45,20.6,0.0,10.6
2018-10-06T13:00,37.0721,-108.6881,46.3,67,39.4,0.0,8.8
2023-01-10T10:00,38.1046,-103.8982,34.3,57,25.7,0.0,7.9
2021-03-28T10:00,38.4261,-107.1509,19.9,57,12.2,0.0,3.2
2024-05-01T07:00,37.4613,-105.4056,36.7,39,29.6,0.0,3.0
2020-05-13T08:00,39.3035,-103.7288,43.2,98,34.7,0.0,15.8
2018-08-05T00:00,39.7627,-102.7837,90.2,22,86.9,0.0,5.4
2017-10-09T17:00,39.0013,-105.8855,23.5,76,11.4,0.02,15.3
2018-07-03T11:00,40.8873,-109.5216,56.0,32,50.4,0.0,2.4
2021-09-20T23:00,40.0634,-105.4126,55.1,23,45.3,0.0,10.0
2023-04-06T20:00,38.5897,-107.7031,32.9,35,30.9,0.0,2.2
2017-11-26T05:00,39.2141,-108.1666,40.5,40,34.1,0.0,2.0
2018-01-10T19:00,40.1312,-108.8981,40.0,82,33.2,0.012,8.2
2017-08-15T10:00,37.1833,-102.6305,66.9,90,67.2,0.0,11.1
2017-11-25T11:00,38.1103,-107.4225,20.9,54,12.2,0.0,5.5
2018-04-12T08:00,38.1961,-103.1461,53.6,43,46.1,0.0,8.4
2018-06-06T22:00,40.6139,-106.8541,73.9,13,66.8,0.0,8.4
2019-10-14T00:00,37.2813,-108.377,57.9,18,50.6,0.0,3.5
2019-05-06T22:00,40.9278,-104.0574,63.8,42,59.5,0.0,7.9
2017-11-23T19:00,37.7037,-108.6921,58.4,31,52.1,0.0,4.6
2019-05-30T05:00,40.7214,-102.8839,47.7,54,40.4,0.0,8.3
2018-01-06T20:00,39.476,-107.7788,38.8,39,32.8,0.0,0.8
2022-10-31T21:00,40.6707,-107.7411,44.3,48,36.8,0.0,6.7
2024-02-16T13:00,39.1612,-104.8499,19.8,94,13.6,0.0,1.8
2023-11-05T11:00,40.0093,-105.9037,17.7,65,10.4,0.0,2.4
2018-12-24T02:00,38.5992,-104.608,31.6,57,24.6,0.0,3.4
2017-10-13T04:00,39.8262,-103.0325,55.6,81,49.5,0.0,14.6
2020-05-19T09:00,37.1049,-108.9329,63.3,17,54.9,0.0,6.8
2024-02-08T18:00,38.4055,-109.4987,39.0,55,29.9,0.004,10.1
2022-07-27T13:00,37.867,-108.6581,59.5,82,59.2,0.0,3.8
2023-03-26T19:00,40.8688,-104.2902,36.3,23,30.1,0.0,6.6
2021-07-15T19:00,39.7867,-104.7792,82.9,31,85.5,0.0,3.4
2017-08-08T03:00,40.4896,-108.4278,74.2,32,69.5,0.0,6.7
2024-07-07T13:00,39.9993,-105.1888,61.2,47,56.7,0.0,5.2
2018-10-03T07:00,38.0283,-109.2978,55.5,90,50.7,0.0,13.5
2018-10-04T06:00,38.1643,-108.8249,55.6,79,53.5,0.0,4.6
2016-11-08T19:00,38.8632,-106.9351,50.0,34,44.6,0.0,2.9
2022-06-05T10:00,39.8393,-108.3212,61.1,30,54.8,0.0,4.9
2024-09-14T08:00,37.277,-104.0943,64.3,31,56.3,0.0,10.4
2024-04-12T19:00,37.2935,-109.7784,72.5,10,67.7,0.0,6.7
2019-12-15T10:00,40.6638,-109.2852,10.3,81,-1.1,0.0,11.6
2020-10-14T20:00,40.4499,-104.2313,64.3,30,53.8,0.0,16.1
2019-09-24T16:00,38.573,-107.1761,52.8,38,46.9,0.0,3.4
2021-11-16T07:00,39.2698,-108.5622,47.5,45,42.3,0.0,1.8
2020-06-24T04:00,38.734,-106.2159,46.4,57,40.6,0.0,4.8
2020-12-29T04:00,40.8563,-106.3075,14.2,88,6.6,0.031,3.8
2018-08-23T12:00,40.8345,-108.4957,48.4,94,43.8,0.0,8.8
2021-05-09T02:00,38.3132,-104.2636,63.0,35,52.3,0.0,17.4
2018-11-02T11:00,40.6416,-107.3141,35.4,80,29.9,0.004,3.2
2021-04-29T04:00,38.8225,-105.7737,31.0,87,24.8,0.0,4.2
2020-01-24T18:00,40.4865,-109.2981,23.2,97,17.5,0.0,1.4
2019-07-07T05:00,39.5826,-106.3581,45.9,80,40.6,0.0,7.0
2019-02-28T14:00,38.6864,-102.5811,11.4,85,2.4,0.0,6.5
2021-03-17T20:00,37.0949,-104.835,28.0,81,20.3,0.004,10.0
2016-12-26T13:00,40.5136,-108.7337,6.1,82,-1.6,0.0,2.4
2019-01-22T18:00,40.8507,-107.1447,12.8,81,2.8,0.0,9.1
2017-01-14T11:00,37.8305,-102.3324,26.7,55,20.2,0.0,1.3
2021-09-05T07:00,39.6605,-108.5474,60.3,18,52.8,0.0,4.3
2018-07-11T09:00,39.7326,-106.8364,53.8,79,52.1,0.0,2.6
2021-10-17T02:00,38.2979,-105.107,49.9,35,44.8,0.0,0.3
2018-05-19T19:00,38.5541,-102.3272,67.2,45,64.4,0.012,11.1
2019-02-27T08:00,40.8197,-104.0849,17.5,71,7.7,0.0,8.6
2016-09-21T17:00,40.714,-105.8728,55.8,52,51.7,0.0,3.3
2022-05-10T08:00,37.2669,-106.1584,50.6,19,35.1,0.0,22.2
2020-08-17T20:00,40.3269,-107.699,89.7,8,85.3,0.0,7.3
2022-10-11T09:00,38.9746,-108.0075,42.7,48,36.7,0.0,2.7
2021-09-07T20:00,40.9741,-108.0555,80.8,11,79.3,0.0,0.6
2022-02-03T14:00,38.074,-104.455,4.2,70,-4.9,0.0,5.3
2020-05-30T19:00,37.1558,-104.9485,74.7,25,67.3,0.0,11.3
2021-05-28T05:00,39.9731,-109.6088,72.1,13,63.3,0.0,7.8
2020-10-01T20:00,39.7289,-108.0365,64.9,15,57.1,0.0,10.3
2020-03-05T20:00,37.2543,-107.6634,45.7,42,43.2,0.0,2.1
2018-06-09T01:00,39.0863,-103.1855,81.8,16,71.4,0.0,15.4
2019-03-03T05:00,38.2676,-103.4227,18.5,69,7.8,0.008,10.7
2019-04-04T16:00,38.4737,-103.4815,52.3,59,46.9,0.0,6.5
2020-01-20T07:00,38.2547,-105.7243,10.9,58,2.8,0.0,3.1
2021-02-14T17:00,38.378,-105.5132,-11.1,72,-20.6,0.004,5.2
2021-03-06T13:00,39.2043,-102.946,37.3,57,26.3,0.0,14.3
2022-04-01T17:00,40.6909,-104.824,47.7,34,34.9,0.0,17.7
2016-04-09T07:00,37.4614,-104.5457,45.7,67,38.5,0.0,9.2
2019-04-21T00:00,39.153,-105.3545,55.4,44,49.9,0.0,4.7
2016-08-18T15:00,38.8997,-107.8154,65.4,44,62.7,0.0,2.2
2018-09-28T17:00,40.7497,-102.0376,44.6,66,37.1,0.0,9.6
2016-07-03T01:00,39.2423,-108.1045,73.3,43,72.5,0.008,1.6
2022-06-24T02:00,37.7115,-105.0812,71.7,32,64.4,0.0,11.9
2022-03-10T09:00,40.0231,-104.419,8.2,75,0.4,0.004,2.8
2022-01-22T18:00,37.1028,-106.8253,31.7,50,25.4,0.0,1.1
2018-11-05T01:00,38.6946,-103.338,48.6,52,41.9,0.008,6.7
2021-12-03T22:00,38.0906,-108.131,47.5,41,40.5,0.0,5.2
2020-02-23T12:00,40.4088,-109.8864,28.1,65,20.9,0.008,3.7
2018-04-01T04:00,40.5761,-104.2028,25.5,68,15.9,0.0,9.4
2022-07-15T02:00,40.8038,-102.9976,89.7,27,88.1,0.0,4.5
